Time (s),Amplitude
0.0,-64
5.000050000500005e-05,-64
0.0001000010000100001,-65
0.00015000150001500016,-65
0.0002000020000200002,-65
0.0002500025000250003,-65
0.00030000300003000033,-65
0.0003500035000350004,-65
0.0004000040000400004,-65
0.00045000450004500047,-65
0.0005000050000500006,-65
0.0005500055000550006,-66
0.0006000060000600007,-65
0.0006500065000650006,-64
0.0007000070000700007,-65
0.0007500075000750007,-66
0.0008000080000800008,-66
0.0008500085000850009,-65
0.0009000090000900009,-64
0.000950009500095001,-64
0.0010000100001000011,-65
0.0010500105001050011,-66
0.0011000110001100011,-66
0.001150011500115001,-65
0.0012000120001200013,-64
0.0012500125001250013,-64
0.0013000130001300013,-65
0.0013500135001350015,-65
0.0014000140001400015,-65
0.0014500145001450015,-64
0.0015000150001500015,-64
0.0015500155001550017,-64
0.0016000160001600017,-65
0.0016500165001650017,-65
0.0017000170001700019,-65
0.0017500175001750019,-65
0.0018000180001800019,-64
0.0018500185001850019,-64
0.001900019000190002,-65
0.001950019500195002,-65
0.0020000200002000023,-65
0.002050020500205002,-64
0.0021000210002100022,-64
0.0021500215002150025,-64
0.0022000220002200022,-65
0.0022500225002250024,-65
0.002300023000230002,-65
0.0023500235002350024,-65
0.0024000240002400026,-65
0.0024500245002450024,-64
0.0025000250002500026,-66
0.002550025500255003,-65
0.0026000260002600026,-66
0.002650026500265003,-65
0.002700027000270003,-65
0.002750027500275003,-65
0.002800028000280003,-64
0.002850028500285003,-65
0.002900029000290003,-65
0.002950029500295003,-66
0.003000030000300003,-65
0.003050030500305003,-64
0.0031000310003100034,-64
0.003150031500315003,-65
0.0032000320003200034,-65
0.0032500325003250036,-64
0.0033000330003300033,-63
0.0033500335003350036,-64
0.0034000340003400038,-64
0.0034500345003450035,-64
0.0035000350003500037,-64
0.0035500355003550035,-64
0.0036000360003600037,-64
0.003650036500365004,-64
0.0037000370003700037,-63
0.003750037500375004,-65
0.003800038000380004,-65
0.003850038500385004,-65
0.003900039000390004,-63
0.003950039500395004,-64
0.0040000400004000045,-65
0.004050040500405004,-65
0.004100041000410004,-65
0.004150041500415005,-64
0.0042000420004200045,-64
0.004250042500425004,-64
0.004300043000430005,-64
0.004350043500435005,-65
0.0044000440004400045,-65
0.004450044500445005,-65
0.004500045000450005,-64
0.004550045500455005,-64
0.004600046000460004,-64
0.004650046500465005,-64
0.004700047000470005,-64
0.004750047500475005,-64
0.004800048000480005,-64
0.004850048500485005,-64
0.004900049000490005,-64
0.0049500495004950055,-65
0.005000050000500005,-66
0.005050050500505005,-65
0.005100051000510006,-65
0.005150051500515005,-65
0.005200052000520005,-66
0.005250052500525006,-66
0.005300053000530006,-66
0.005350053500535005,-65
0.005400054000540006,-66
0.005450054500545006,-66
0.005500055000550006,-66
0.005550055500555006,-65
0.005600056000560006,-66
0.005650056500565006,-65
0.005700057000570006,-65
0.005750057500575006,-64
0.005800058000580006,-65
0.005850058500585006,-64
0.005900059000590006,-65
0.005950059500595006,-64
0.006000060000600006,-64
0.006050060500605007,-64
0.006100061000610006,-64
0.006150061500615006,-65
0.006200062000620007,-65
0.0062500625006250065,-65
0.006300063000630006,-66
0.006350063500635007,-65
0.006400064000640007,-65
0.0064500645006450065,-65
0.006500065000650007,-65
0.006550065500655007,-66
0.006600066000660007,-66
0.006650066500665007,-66
0.006700067000670007,-65
0.006750067500675007,-65
0.0068000680006800075,-66
0.006850068500685007,-66
0.006900069000690007,-65
0.006950069500695008,-66
0.0070000700007000075,-65
0.007050070500705007,-66
0.007100071000710007,-66
0.007150071500715008,-65
0.0072000720007200075,-66
0.007250072500725007,-64
0.007300073000730008,-65
0.007350073500735008,-64
0.007400074000740007,-65
0.007450074500745008,-66
0.007500075000750008,-65
0.007550075500755008,-65
0.007600076000760008,-64
0.007650076500765008,-65
0.007700077000770008,-65
0.0077500775007750084,-66
0.007800078000780008,-65
0.007850078500785009,-66
0.007900079000790008,-65
0.007950079500795008,-65
0.008000080000800009,-66
0.008050080500805008,-66
0.008100081000810009,-66
0.00815008150081501,-65
0.008200082000820008,-65
0.008250082500825009,-65
0.00830008300083001,-65
0.008350083500835008,-65
0.008400084000840009,-65
0.00845008450084501,-65
0.008500085000850009,-65
0.00855008550085501,-65
0.00860008600086001,-66
0.008650086500865009,-65
0.00870008700087001,-66
0.00875008750087501,-65
0.008800088000880009,-66
0.00885008850088501,-66
0.00890008900089001,-66
0.008950089500895009,-66
0.00900009000090001,-66
0.009050090500905009,-66
0.00910009100091001,-66
0.00915009150091501,-65
0.009200092000920009,-67
0.00925009250092501,-66
0.00930009300093001,-67
0.009350093500935009,-66
0.00940009400094001,-66
0.00945009450094501,-65
0.00950009500095001,-65
0.00955009550095501,-65
0.00960009600096001,-65
0.00965009650096501,-65
0.00970009700097001,-64
0.00975009750097501,-64
0.00980009800098001,-64
0.00985009850098501,-65
0.009900099000990011,-65
0.00995009950099501,-64
0.01000010000100001,-63
0.010050100501005011,-64
0.01010010100101001,-66
0.01015010150101501,-65
0.010200102001020011,-65
0.01025010250102501,-64
0.01030010300103001,-65
0.010350103501035011,-65
0.01040010400104001,-66
0.010450104501045011,-65
0.010500105001050012,-64
0.01055010550105501,-64
0.010600106001060011,-63
0.010650106501065012,-65
0.01070010700107001,-65
0.010750107501075011,-65
0.010800108001080012,-64
0.010850108501085011,-64
0.010900109001090012,-65
0.010950109501095012,-65
0.011000110001100011,-66
0.011050110501105012,-64
0.011100111001110012,-64
0.011150111501115011,-64
0.011200112001120012,-64
0.011250112501125013,-65
0.011300113001130012,-64
0.011350113501135012,-64
0.011400114001140013,-64
0.011450114501145012,-63
0.011500115001150012,-64
0.011550115501155011,-63
0.011600116001160012,-65
0.011650116501165013,-64
0.011700117001170011,-64
0.011750117501175012,-63
0.011800118001180013,-64
0.011850118501185012,-63
0.011900119001190012,-63
0.011950119501195013,-63
0.012000120001200012,-64
0.012050120501205012,-64
0.012100121001210013,-64
0.012150121501215012,-64
0.012200122001220013,-66
0.012250122501225013,-65
0.012300123001230012,-65
0.012350123501235013,-63
0.012400124001240014,-64
0.012450124501245012,-64
0.012500125001250013,-67
0.012550125501255014,-66
0.012600126001260013,-65
0.012650126501265013,-64
0.012700127001270014,-64
0.012750127501275013,-65
0.012800128001280013,-66
0.012850128501285014,-67
0.012900129001290013,-66
0.012950129501295014,-66
0.013000130001300014,-64
0.013050130501305013,-65
0.013100131001310014,-66
0.013150131501315014,-67
0.013200132001320013,-67
0.013250132501325014,-66
0.013300133001330015,-64
0.013350133501335014,-66
0.013400134001340014,-66
0.013450134501345015,-66
0.013500135001350014,-65
0.013550135501355014,-65
0.013600136001360015,-66
0.013650136501365014,-66
0.013700137001370015,-65
0.013750137501375015,-65
0.013800138001380014,-65
0.013850138501385015,-66
0.013900139001390015,-66
0.013950139501395014,-67
0.014000140001400015,-66
0.014050140501405016,-67
0.014100141001410015,-66
0.014150141501415015,-66
0.014200142001420014,-63
0.014250142501425015,-64
0.014300143001430015,-63
0.014350143501435014,-67
0.014400144001440015,-66
0.014450144501445016,-66
0.014500145001450014,-65
0.014550145501455015,-66
0.014600146001460016,-66
0.014650146501465015,-65
0.014700147001470015,-66
0.014750147501475016,-65
0.014800148001480015,-65
0.014850148501485015,-64
0.014900149001490016,-65
0.014950149501495015,-65
0.015000150001500016,-65
0.015050150501505016,-65
0.015100151001510015,-65
0.015150151501515016,-66
0.015200152001520017,-66
0.015250152501525015,-65
0.015300153001530016,-65
0.015350153501535017,-65
0.015400154001540016,-65
0.015450154501545016,-65
0.015500155001550017,-65
0.015550155501555016,-65
0.015600156001560016,-65
0.015650156501565017,-66
0.015700157001570018,-66
0.015750157501575015,-66
0.015800158001580016,-66
0.015850158501585016,-65
0.015900159001590017,-65
0.015950159501595017,-65
0.016000160001600018,-66
0.016050160501605015,-65
0.016100161001610016,-65
0.016150161501615017,-65
0.016200162001620017,-65
0.016250162501625018,-65
0.01630016300163002,-64
0.016350163501635016,-64
0.016400164001640016,-65
0.016450164501645017,-65
0.016500165001650018,-65
0.016550165501655018,-65
0.01660016600166002,-66
0.016650166501665016,-66
0.016700167001670017,-66
0.016750167501675017,-66
0.016800168001680018,-66
0.01685016850168502,-66
0.01690016900169002,-65
0.016950169501695016,-65
0.017000170001700017,-65
0.017050170501705018,-65
0.01710017100171002,-65
0.01715017150171502,-65
0.01720017200172002,-64
0.017250172501725017,-63
0.017300173001730017,-64
0.017350173501735018,-64
0.01740017400174002,-64
0.01745017450174502,-63
0.01750017500175002,-63
0.017550175501755017,-64
0.017600176001760018,-64
0.01765017650176502,-65
0.01770017700177002,-64
0.01775017750177502,-64
0.01780017800178002,-64
0.017850178501785018,-64
0.017900179001790018,-64
0.01795017950179502,-64
0.01800018000180002,-65
0.01805018050180502,-65
0.018100181001810017,-64
0.018150181501815018,-63
0.01820018200182002,-63
0.01825018250182502,-63
0.01830018300183002,-64
0.01835018350183502,-64
0.018400184001840018,-64
0.01845018450184502,-62
0.01850018500185002,-62
0.01855018550185502,-62
0.01860018600186002,-63
0.01865018650186502,-63
0.018700187001870018,-64
0.01875018750187502,-63
0.01880018800188002,-62
0.01885018850188502,-62
0.01890018900189002,-63
0.01895018950189502,-64
0.01900019000190002,-64
0.01905019050190502,-63
0.01910019100191002,-63
0.01915019150191502,-64
0.01920019200192002,-64
0.01925019250192502,-65
0.01930019300193002,-64
0.01935019350193502,-65
0.01940019400194002,-65
0.01945019450194502,-65
0.01950019500195002,-66
0.019550195501955022,-66
0.01960019600196002,-67
0.01965019650196502,-65
0.01970019700197002,-65
0.01975019750197502,-64
0.019800198001980022,-65
0.019850198501985022,-65
0.01990019900199002,-64
0.01995019950199502,-64
0.02000020000200002,-64
0.02005020050200502,-64
0.020100201002010022,-65
0.020150201502015023,-65
0.02020020200202002,-65
0.02025020250202502,-64
0.02030020300203002,-65
0.020350203502035022,-65
0.020400204002040023,-66
0.020450204502045023,-65
0.02050020500205002,-64
0.02055020550205502,-65
0.02060020600206002,-65
0.020650206502065022,-66
0.020700207002070023,-65
0.02075020750207502,-66
0.02080020800208002,-66
0.02085020850208502,-65
0.020900209002090022,-66
0.020950209502095023,-66
0.021000210002100023,-67
0.02105021050210502,-66
0.02110021100211002,-66
0.021150211502115022,-65
0.021200212002120022,-66
0.021250212502125023,-66
0.021300213002130024,-66
0.02135021350213502,-64
0.02140021400214002,-64
0.021450214502145022,-65
0.021500215002150023,-65
0.021550215502155023,-66
0.021600216002160024,-65
0.02165021650216502,-65
0.021700217002170022,-63
0.021750217502175023,-66
0.021800218002180023,-66
0.021850218502185024,-67
0.021900219002190024,-65
0.02195021950219502,-64
0.022000220002200022,-64
0.022050220502205023,-65
0.022100221002210024,-66
0.022150221502215024,-66
0.022200222002220025,-65
0.022250222502225022,-65
0.022300223002230023,-66
0.022350223502235023,-66
0.022400224002240024,-66
0.022450224502245025,-66
0.022500225002250025,-64
0.022550225502255022,-64
0.022600226002260023,-67
0.022650226502265024,-68
0.022700227002270024,-68
0.022750227502275025,-65
0.022800228002280026,-65
0.022850228502285023,-65
0.022900229002290023,-66
0.022950229502295024,-66
0.023000230002300025,-66
0.023050230502305025,-65
0.023100231002310023,-65
0.023150231502315023,-65
0.023200232002320024,-66
0.023250232502325024,-65
0.023300233002330025,-65
0.023350233502335026,-64
0.023400234002340023,-64
0.023450234502345024,-65
0.023500235002350024,-66
0.023550235502355025,-67
0.023600236002360026,-66
0.023650236502365026,-66
0.023700237002370023,-66
0.023750237502375024,-65
0.023800238002380025,-63
0.023850238502385025,-63
0.023900239002390026,-63
0.023950239502395027,-65
0.024000240002400024,-65
0.024050240502405024,-64
0.024100241002410025,-66
0.024150241502415026,-65
0.024200242002420026,-66
0.024250242502425027,-65
0.024300243002430024,-65
0.024350243502435025,-66
0.024400244002440025,-66
0.024450244502445026,-66
0.024500245002450027,-67
0.024550245502455027,-66
0.024600246002460024,-66
0.024650246502465025,-65
0.024700247002470026,-65
0.024750247502475026,-65
0.024800248002480027,-64
0.024850248502485028,-64
0.024900249002490025,-65
0.024950249502495025,-64
0.025000250002500026,-65
0.025050250502505027,-64
0.025100251002510027,-64
0.025150251502515028,-64
0.025200252002520025,-65
0.025250252502525026,-65
0.025300253002530027,-64
0.025350253502535027,-64
0.025400254002540028,-64
0.02545025450254503,-64
0.025500255002550026,-65
0.025550255502555026,-65
0.025600256002560027,-65
0.025650256502565028,-65
0.025700257002570028,-65
0.025750257502575025,-65
0.025800258002580026,-65
0.025850258502585027,-65
0.025900259002590027,-66
0.025950259502595028,-65
0.02600026000260003,-65
0.026050260502605026,-65
0.026100261002610026,-66
0.026150261502615027,-66
0.026200262002620028,-65
0.02625026250262503,-64
0.02630026300263003,-63
0.026350263502635026,-64
0.026400264002640027,-64
0.026450264502645027,-65
0.026500265002650028,-65
0.02655026550265503,-64
0.02660026600266003,-65
0.026650266502665027,-64
0.026700267002670027,-65
0.026750267502675028,-65
0.02680026800268003,-66
0.02685026850268503,-66
0.02690026900269003,-65
0.026950269502695027,-65
0.027000270002700028,-66
0.027050270502705028,-66
0.02710027100271003,-67
0.02715027150271503,-66
0.02720027200272003,-65
0.027250272502725027,-65
0.027300273002730028,-65
0.02735027350273503,-65
0.02740027400274003,-65
0.02745027450274503,-65
0.02750027500275003,-64
0.027550275502755028,-65
0.02760027600276003,-65
0.02765027650276503,-65
0.02770027700277003,-65
0.02775027750277503,-65
0.02780027800278003,-65
0.027850278502785028,-65
0.02790027900279003,-65
0.02795027950279503,-66
0.02800028000280003,-66
0.02805028050280503,-66
0.02810028100281003,-65
0.02815028150281503,-65
0.02820028200282003,-64
0.02825028250282503,-65
0.02830028300283003,-64
0.02835028350283503,-65
0.028400284002840028,-65
0.02845028450284503,-65
0.02850028500285003,-65
0.02855028550285503,-64
0.02860028600286003,-64
0.02865028650286503,-64
0.02870028700287003,-64
0.02875028750287503,-65
0.02880028800288003,-66
0.02885028850288503,-65
0.02890028900289003,-65
0.028950289502895032,-63
0.02900029000290003,-64
0.02905029050290503,-65
0.02910029100291003,-67
0.02915029150291503,-65
0.02920029200292003,-64
0.029250292502925032,-64
0.02930029300293003,-65
0.02935029350293503,-66
0.02940029400294003,-65
0.02945029450294503,-65
0.029500295002950032,-65
0.029550295502955033,-65
0.02960029600296003,-65
0.02965029650296503,-64
0.02970029700297003,-65
0.02975029750297503,-65
0.029800298002980032,-65
0.029850298502985033,-65
0.02990029900299003,-64
0.02995029950299503,-64
0.03000030000300003,-65
0.030050300503005032,-65
0.030100301003010033,-65
0.030150301503015033,-64
0.03020030200302003,-64
0.03025030250302503,-65
0.030300303003030032,-64
0.030350303503035032,-64
0.030400304003040033,-63
0.030450304503045034,-63
0.03050030500305003,-63
0.03055030550305503,-64
0.030600306003060032,-64
0.030650306503065033,-64
0.030700307003070033,-63
0.03075030750307503,-63
0.03080030800308003,-63
0.030850308503085032,-64
0.030900309003090033,-64
0.030950309503095033,-66
0.031000310003100034,-65
0.03105031050310503,-65
0.03110031100311003,-63
0.031150311503115032,-64
0.031200312003120033,-63
0.03125031250312503,-64
0.031300313003130034,-64
0.03135031350313503,-65
0.031400314003140035,-64
0.03145031450314503,-64
0.03150031500315003,-63
0.031550315503155034,-64
0.03160031600316003,-64
0.031650316503165035,-64
0.03170031700317003,-65
0.031750317503175036,-64
0.031800318003180034,-63
0.03185031850318503,-63
0.031900319003190035,-63
0.03195031950319503,-64
0.032000320003200036,-63
0.03205032050320503,-64
0.03210032100321003,-63
0.032150321503215035,-65
0.03220032200322003,-65
0.032250322503225036,-66
0.03230032300323003,-65
0.03235032350323504,-65
0.032400324003240034,-64
0.03245032450324503,-64
0.032500325003250036,-64
0.03255032550325503,-65
0.03260032600326004,-65
0.032650326503265034,-65
0.03270032700327003,-65
0.032750327503275035,-65
0.03280032800328003,-66
0.03285032850328504,-67
0.032900329003290034,-68
0.03295032950329504,-67
0.033000330003300035,-66
0.03305033050330503,-65
0.033100331003310036,-66
0.033150331503315034,-66
0.03320033200332004,-66
0.033250332503325035,-66
0.03330033300333003,-66
0.033350333503335036,-66
0.03340033400334003,-65
0.03345033450334504,-66
0.033500335003350035,-65
0.03355033550335503,-65
0.033600336003360036,-65
0.03365033650336503,-66
0.03370033700337004,-66
0.033750337503375034,-66
0.03380033800338004,-66
0.033850338503385036,-66
0.03390033900339003,-65
0.03395033950339504,-66
0.034000340003400034,-66
0.03405034050340504,-66
0.034100341003410035,-65
0.03415034150341503,-65
0.03420034200342004,-65
0.034250342503425034,-65
0.03430034300343004,-65
0.034350343503435035,-64
0.03440034400344004,-64
0.034450344503445036,-64
0.034500345003450034,-64
0.03455034550345504,-64
0.034600346003460035,-64
0.03465034650346504,-64
0.034700347003470036,-64
0.03475034750347503,-64
0.03480034800348004,-67
0.034850348503485035,-67
0.03490034900349004,-67
0.034950349503495036,-64
0.03500035000350004,-64
0.03505035050350504,-64
0.035100351003510034,-64
0.03515035150351504,-64
0.035200352003520036,-64
0.03525035250352504,-64
0.03530035300353004,-63
0.035350353503535034,-64
0.03540035400354004,-63
0.035450354503545035,-64
0.03550035500355004,-64
0.03555035550355504,-64
0.03560035600356004,-65
0.03565035650356504,-65
0.035700357003570035,-67
0.03575035750357504,-66
0.035800358003580036,-66
0.03585035850358504,-65
0.03590035900359004,-65
0.035950359503595035,-66
0.03600036000360004,-66
0.036050360503605036,-66
0.03610036100361004,-66
0.03615036150361504,-66
0.036200362003620035,-65
0.03625036250362504,-66
0.036300363003630036,-66
0.03635036350363504,-67
0.03640036400364004,-67
0.03645036450364504,-67
0.03650036500365004,-66
0.036550365503655036,-66
0.03660036600366004,-66
0.03665036650366504,-67
0.03670036700367004,-68
0.03675036750367504,-67
0.036800368003680035,-66
0.03685036850368504,-66
0.03690036900369004,-66
0.03695036950369504,-66
0.03700037000370004,-66
0.03705037050370504,-67
0.03710037100371004,-66
0.037150371503715036,-66
0.03720037200372004,-66
0.03725037250372504,-66
0.03730037300373004,-66
0.03735037350373504,-66
0.037400374003740036,-66
0.03745037450374504,-66
0.03750037500375004,-65
0.03755037550375504,-64
0.03760037600376004,-64
0.03765037650376504,-64
0.03770037700377004,-64
0.03775037750377504,-65
0.03780037800378004,-65
0.03785037850378504,-65
0.03790037900379004,-65
0.03795037950379504,-64
0.03800038000380004,-64
0.03805038050380504,-65
0.03810038100381004,-65
0.03815038150381504,-65
0.03820038200382004,-65
0.038250382503825044,-65
0.03830038300383004,-64
0.03835038350383504,-65
0.03840038400384004,-65
0.03845038450384504,-66
0.03850038500385004,-65
0.03855038550385504,-64
0.03860038600386004,-64
0.03865038650386504,-64
0.03870038700387004,-64
0.03875038750387504,-63
0.03880038800388004,-63
0.03885038850388504,-62
0.03890038900389004,-63
0.03895038950389504,-62
0.03900039000390004,-61
0.03905039050390504,-61
0.039100391003910044,-63
0.03915039150391504,-63
0.03920039200392004,-63
0.03925039250392504,-63
0.03930039300393004,-64
0.039350393503935044,-64
0.03940039400394004,-65
0.03945039450394504,-64
0.03950039500395004,-64
0.03955039550395504,-64
0.039600396003960044,-64
0.03965039650396504,-64
0.039700397003970045,-65
0.03975039750397504,-66
0.03980039800398004,-65
0.03985039850398504,-65
0.03990039900399004,-63
0.039950399503995045,-64
0.04000040000400004,-64
0.04005040050400504,-65
0.04010040100401004,-65
0.04015040150401504,-65
0.040200402004020044,-65
0.04025040250402504,-65
0.040300403004030046,-65
0.04035040350403504,-66
0.04040040400404004,-66
0.040450404504045044,-66
0.04050040500405004,-65
0.040550405504055045,-66
0.04060040600406004,-66
0.04065040650406504,-66
0.040700407004070044,-67
0.04075040750407504,-67
0.040800408004080045,-67
0.04085040850408504,-66
0.040900409004090046,-66
0.040950409504095044,-66
0.04100041000410004,-66
0.041050410504105045,-67
0.04110041100411004,-66
0.041150411504115046,-66
0.04120041200412004,-66
0.04125041250412504,-66
0.041300413004130045,-66
0.04135041350413504,-66
0.041400414004140046,-67
0.04145041450414504,-66
0.04150041500415004,-66
0.041550415504155044,-66
0.04160041600416004,-66
0.041650416504165046,-66
0.04170041700417004,-66
0.04175041750417505,-65
0.041800418004180044,-66
0.04185041850418504,-65
0.041900419004190045,-65
0.04195041950419504,-65
0.04200042000420005,-65
0.042050420504205044,-66
0.04210042100421004,-65
0.042150421504215045,-66
0.04220042200422004,-66
0.042250422504225046,-66
0.042300423004230044,-66
0.04235042350423505,-65
0.042400424004240045,-66
0.04245042450424504,-66
0.042500425004250046,-66
0.04255042550425504,-66
0.04260042600426005,-65
0.042650426504265045,-65
0.04270042700427004,-65
0.042750427504275046,-65
0.04280042800428004,-65
0.04285042850428505,-65
